97.75644  10.43079  0 IC0446 
97.77386  10.42882  2
97.79442  10.41955  2
97.80956  10.42404  2
97.81841  10.43078  2
97.82298  10.45269  2
97.80956  10.48892  2
97.77043  10.49398  2
97.73331  10.47909  2
97.73074  10.47179  2
97.73245  10.44455  2
97.73959  10.43444  2
97.75644  10.43079  1
42.92699  59.79759  0 IC1848 
42.86882  59.80142  2
42.79381  59.81345  2
42.64760  59.84367  2
42.53430  59.87611  2
42.43295  59.91693  2
42.38202  59.94147  2
42.20817  60.00851  2
42.09715  60.05940  2
42.05452  60.07558  2
42.02494  60.08147  2
41.95681  60.10356  2
41.91350  60.13012  2
41.89096  60.15904  2
41.88573  60.17776  2
41.88263  60.23408  2
41.89443  60.24885  2
41.95539  60.28932  2
41.96736  60.30200  2
41.97391  60.33757  2
41.95539  60.36864  2
41.94195  60.38308  2
41.90281  60.40343  2
41.67882  60.47123  2
41.59983  60.51386  2
41.59014  60.53250  2
41.58919  60.54710  2
41.59484  60.59103  2
41.64956  60.66703  2
41.67754  60.69668  2
41.70996  60.72430  2
41.74747  60.73946  2
41.88000  60.73713  2
41.90180  60.72907  2
41.91598  60.70421  2
41.91828  60.66249  2
41.92322  60.65003  2
41.93253  60.63554  2
41.95011  60.62533  2
42.04686  60.64742  2
42.09783  60.65012  2
42.14059  60.64645  2
42.22221  60.63066  2
42.32147  60.59832  2
42.36474  60.57997  2
42.41187  60.56999  2
42.47572  60.56641  2
42.49625  60.58538  2
42.48999  60.63958  2
42.49804  60.65218  2
42.53919  60.69219  2
42.58984  60.70722  2
42.61529  60.71160  2
42.75177  60.71262  2
42.92249  60.70953  2
42.95244  60.70552  2
43.02963  60.68506  2
43.05954  60.68102  2
43.08507  60.68323  2
43.09762  60.69581  2
43.11875  60.70633  2
43.31449  60.74458  2
43.33146  60.75506  2
43.33557  60.76968  2
43.33527  60.79681  2
43.32657  60.80930  2
43.25758  60.84875  2
43.23176  60.85701  2
43.17988  60.88604  2
43.14493  60.92347  2
43.13561  60.96517  2
43.13532  60.98186  2
43.13941  60.99440  2
43.15644  61.00490  2
43.32842  61.02425  2
43.62130  61.03514  2
43.64715  61.03933  2
43.75059  61.04558  2
43.81956  61.04553  2
43.87553  61.03504  2
43.92291  61.03288  2
44.00891  61.01601  2
44.03033  61.00552  2
44.07298  60.97202  2
44.09438  60.96361  2
44.13272  60.93845  2
44.16665  60.90912  2
44.17075  60.89658  2
44.17031  60.86737  2
44.15679  60.82151  2
44.13076  60.79655  2
44.09157  60.74033  2
44.03146  60.70920  2
43.98852  60.67800  2
43.98413  60.66340  2
43.98399  60.64879  2
43.99663  60.63416  2
44.01331  60.60073  2
44.03016  60.58608  2
44.08934  60.56088  2
44.11473  60.55454  2
44.11114  60.60463  2
44.09444  60.62973  2
44.09460  60.64225  2
44.10343  60.66726  2
44.10360  60.67978  2
44.10802  60.69229  2
44.10824  60.70898  2
44.15148  60.75058  2
44.17730  60.76301  2
44.23344  60.79827  2
44.25497  60.80653  2
44.29783  60.81051  2
44.45613  60.80971  2
44.51629  60.81979  2
44.54219  60.82798  2
44.59938  60.88186  2
44.60832  60.89433  2
44.65178  60.91281  2
44.68208  60.92094  2
44.72521  60.92688  2
44.79820  60.92630  2
44.86705  60.92989  2
44.96202  60.94156  2
45.08667  60.94242  2
45.18937  60.93297  2
45.21873  60.91804  2
45.22661  60.90334  2
45.22152  60.88670  2
45.17776  60.86840  2
45.16861  60.85597  2
45.16727  60.82677  2
45.17524  60.81416  2
45.25052  60.77782  2
45.27595  60.77335  2
45.33053  60.75391  2
45.33416  60.74135  2
45.40931  60.70910  2
45.53968  60.67606  2
45.60609  60.64590  2
45.61798  60.63112  2
45.63837  60.61621  2
45.64186  60.60363  2
45.64111  60.59112  2
45.63186  60.57873  2
45.62199  60.55591  2
45.60354  60.53112  2
45.57216  60.50234  2
45.53554  60.45484  2
45.51205  60.41341  2
45.50480  60.35923  2
45.50190  60.30708  2
45.48663  60.25928  2
45.44190  60.20978  2
45.41616  60.19968  2
45.39839  60.18112  2
45.35528  60.15871  2
45.30333  60.12595  2
45.24681  60.08280  2
45.20013  60.06873  2
45.11605  60.05922  2
44.96436  60.02947  2
44.90983  60.02372  2
44.78449  60.02273  2
44.59297  60.04505  2
44.54320  60.05999  2
44.44723  60.06892  2
44.12466  60.02864  2
44.07425  60.00376  2
44.06149  59.98293  2
44.04850  59.93914  2
44.01481  59.90167  2
43.98939  59.85164  2
43.97682  59.83915  2
43.90188  59.81008  2
43.79806  59.78725  2
43.74830  59.78520  2
43.68196  59.77686  2
43.63221  59.77685  2
43.59075  59.77891  2
43.52021  59.79136  2
43.17181  59.79253  2
42.92699  59.79759  1
42.45163  59.63952  0 IC1848 
42.40551  59.65786  2
42.37942  59.69099  2
42.37869  59.70977  2
42.39012  59.73493  2
42.40206  59.74757  2
42.45489  59.77521  2
42.50840  59.78614  2
42.57459  59.79089  2
42.61191  59.79121  2
42.63699  59.78515  2
42.68725  59.76885  2
42.70017  59.75225  2
42.70481  59.73559  2
42.71796  59.71064  2
42.71832  59.69812  2
42.70628  59.68551  2
42.65765  59.65383  2
42.63307  59.64737  2
42.55070  59.64042  2
42.45163  59.63952  1
45.72867  60.42906  0 IC1848 
45.71677  60.44177  2
45.71768  60.45637  2
45.73129  60.47078  2
45.73234  60.48746  2
45.74584  60.49978  2
45.76345  60.50995  2
45.82714  60.51104  2
45.84776  60.50236  2
45.84693  60.48984  2
45.85033  60.47726  2
45.87827  60.45175  2
45.87320  60.43931  2
45.85518  60.42290  2
45.83759  60.41274  2
45.81197  60.40898  2
45.77818  60.40951  2
45.72867  60.42906  1
55.93109  22.01730  0 IC0341 
55.81449  22.05662  2
55.70433  22.10487  2
55.66220  22.13497  2
55.64274  22.14400  2
55.60708  22.16806  2
55.56490  22.18912  2
55.54544  22.20716  2
55.49675  22.23120  2
55.47078  22.23721  2
55.31171  22.23711  2
55.21434  22.22795  2
55.17217  22.21886  2
55.13002  22.20074  2
55.10734  22.18567  2
55.03604  22.15844  2
54.98422  22.13124  2
54.93887  22.11607  2
54.86111  22.09776  2
54.79305  22.08847  2
54.49146  22.08691  2
54.47207  22.07778  2
54.45595  22.06566  2
54.43024  22.03545  2
54.38873  21.95404  2
54.38568  21.92998  2
54.38908  21.90897  2
54.41216  21.85504  2
54.45487  21.77117  2
54.49729  21.72035  2
54.54289  21.67254  2
54.58515  21.63672  2
54.61774  21.59483  2
54.68269  21.53807  2
54.73150  21.47219  2
54.76071  21.44227  2
54.79960  21.41239  2
54.82556  21.38245  2
54.83533  21.36146  2
54.85155  21.34349  2
54.90981  21.29563  2
54.92279  21.27464  2
54.93906  21.23864  2
54.93268  21.22059  2
54.89747  21.16036  2
54.88142  21.14528  2
54.85904  21.10613  2
54.85914  21.08209  2
54.87531  21.06713  2
54.91723  21.05226  2
54.95589  21.04638  2
55.10722  21.04380  2
55.12654  21.04084  2
55.16843  21.02290  2
55.21351  21.01697  2
55.51931  21.01422  2
55.59981  21.04724  2
55.65456  21.06222  2
55.67389  21.07122  2
55.73517  21.13124  2
55.74808  21.14925  2
55.77072  21.19429  2
55.77732  21.27842  2
55.79029  21.31446  2
55.80972  21.35048  2
55.81622  21.37150  2
55.85185  21.42852  2
55.87132  21.46754  2
55.90699  21.52155  2
55.93950  21.59058  2
55.95896  21.61156  2
55.98169  21.64455  2
56.00448  21.68956  2
56.02737  21.75860  2
56.03402  21.80665  2
56.03428  21.87577  2
56.02796  21.91785  2
56.00547  21.96901  2
55.93109  22.01730  1
311.40948 31.18629  0 NGC6960
311.40074 31.17124  2
311.39210 31.12615  2
311.39224 31.08108  2
311.38654 31.03599  2
311.38668 30.99091  2
311.39849 30.94587  2
311.41906 30.90084  2
311.42206 30.86829  2
311.42228 30.78816  2
311.40789 30.72553  2
311.40548 30.55024  2
311.41425 30.53273  2
311.42605 30.46764  2
311.44357 30.43513  2
311.44659 30.38505  2
311.45243 30.37004  2
311.49898 30.31252  2
311.50772 30.29250  2
311.57448 30.23497  2
311.60930 30.19243  2
311.63828 30.17241  2
311.65566 30.14237  2
311.67304 30.12484  2
311.69041 30.11733  2
311.72224 30.09479  2
311.73959 30.06473  2
311.76561 30.03968  2
