Name           Type    RA            Dec           Smax     Smin     PosAng   B-Mag    V-Mag    J-Mag    H-Mag    K-Mag    SurfBr   Hubble  Cstar U-MagCstar B-MagCstar V-MagM      NGC        IC         Cstar Names                 Names                                                                                                                                                                                                      Notes                                                                 
IC4715         *Ass    18:16:56.1    -18:30:52     120.00   60.00                                                                                                            024                                                      Small SGR Star Cloud                                                                                                                                                                                       
IC4725         OCl     18:31:46.7    -19:06:54     14.10                      5.29     4.60                                                                                  025                                                      MWSC2940                                                                                                                                                                                                   
NGC0367        G       01:05:48.89   -12:07:42.5   0.96     0.35     17       15.32             12.71    12.12    11.82    23.25    Sc                                                                                                2MASX J01054888-1207423,PGC 003894                                                                                                                                                                         
NGC0368        G       01:04:22.04   -43:16:36.3   0.72     0.62     160      14.66             12.01    11.32    11.09    22.73    S0-a                                                                                              2MASX J01042204-4316363,ESO 243-023,ESO-LV 243-0230,PGC 003826                                                                                                                                             
NGC0369        G       01:05:08.91   -17:45:33.1   0.95     0.77     48       14.61             11.90    11.26    11.06    23.05    Sb                                                                                                2MASX J01050889-1745331,ESO 541-017,ESO-LV 541-0170,MCG -03-03-022,PGC 003856                                                                                                                              
NGC0370        Other   01:06:44.59   +32:25:43.3                                                                                                                                    0372                                                                                                                                                                                                                                                         Galactic triple star                                                  
NGC0371        OCl     01:03:29.53   -72:03:24.6   4.20     3.80     60                                                                                                                                                               ESO 051-014                                                                                                                                                                                                
NGC0372        Dup     01:06:44.59   +32:25:43.3                                                                                                                                    0370                                                                                                                                                                                                                                                         
NGC0373        G       01:06:58.21   +32:18:30.5   0.52     0.45     146                        12.50    11.81    11.58    23.41    E                                                                                                 2MASX J01065819+3218304,PGC 003946                                                                                                                                                                         
NGC0374        G       01:07:05.78   +32:47:42.4   1.30     0.58     177      14.30             10.84    10.17    9.98     23.37    S0-a                                                                                              2MASX J01070577+3247425,MCG +05-03-048,PGC 003952,UGC 00680                                                                                                                                                
NGC0375        G       01:07:05.92   +32:20:53.4   0.48     0.38     100      16.50             12.49    11.74    11.47    22.57    E                                                                                                 2MASX J01070592+3220534,PGC 003953                                                                                                                                                                         
NGC0376        OCl     01:03:53.45   -72:49:25.2   1.80     1.80              11.16    10.90                                                                                                                                          ESO 029-029                                                                                                                                                                                                
NGC0377        G       01:06:34.82   -20:19:57.2   0.98     0.27     24       16.30             12.71    11.92    11.47    24.09    Sb                                                                                                ESO 541-019,ESO-LV 541-0190,MCG -04-03-053,PGC 003931                                                                                                                                                      
NGC0378        G       01:06:12.21   -30:10:41.3   1.52     1.11     75       13.83             11.41    10.73    10.38    23.17    Sc                                                                                                2MASX J01061222-3010411,ESO 412-005,ESO-LV 412-0050,IRAS 01038-3026,MCG -05-03-024,PGC 003907                                                                                                              
NGC0379        G       01:07:15.69   +32:31:13.3   1.41     0.68     2        14.00             10.46    9.72     9.40     23.25    S0                                                                                                2MASX J01071567+3231131,MCG +05-03-050,PGC 003966,UGC 00683                                                                                                                                                
NGC0380        G       01:07:17.59   +32:28:58.5   1.45     1.35     80       13.90             10.27    9.52     9.26     23.22    E                                                                                                 2MASX J01071757+3228581,MCG +05-03-051,PGC 003969,UGC 00682                                                                                                                                                
NGC0381        OCl     01:08:18.01   +61:34:59.8   6.00                                9.30                                                                                                                                           MWSC 0105                                                                                                                                                                                                  
NGC0382        G       01:07:23.87   +32:24:13.9   0.24     0.23     90       14.20                                        20.27    E                                                                                                 MCG +05-03-052,PGC 003981,UGC 00688                                                                                                                                                                        
NGC0383        G       01:07:24.96   +32:24:45.2   2.39     2.00     8        13.60    12.14    9.49     8.76     8.48     23.69    E-S0                                                                                              2MASX J01072493+3224452,MCG +05-03-053,PGC 003982,UGC 00689                                                                                                                                                
NGC0384        G       01:07:25.10   +32:17:32.8   1.10     0.78     135      14.30             11.06    10.33    10.03    23.05    E                                                                                                 2MASX J01072503+3217341,MCG +05-03-055,PGC 003983,UGC 00686                                                                                                                                                
NGC0385        G       01:07:27.25   +32:19:10.3   1.21     0.91     160      14.30             10.92    10.22    9.92     23.17    E                                                                                                 2MASX J01072723+3219112,MCG +05-03-056,PGC 003984,UGC 00687                                                                                                                                                
NGC0386        G       01:07:31.29   +32:21:43.2   0.46     0.37     0        15.40             12.17    11.56    11.24    22.46    E                                                                                                 2MASX J01073133+3221432,MCG +05-03-057,PGC 003989,UGC 00689 NOTES01                                                                                                                                        
NGC0387        G       01:07:33.06   +32:23:28.0   0.42     0.36     69                         13.17    12.48    12.25    23.46    E                                                                                                 2MASX J01073307+3223282,PGC 003987                                                                                                                                                                         
NGC0388        G       01:07:47.15   +32:18:35.9   0.58     0.38     168      15.50             12.33    11.63    11.35    23.11    E                                                                                                 2MASX J01074719+3218352,MCG +05-03-059,PGC 004005                                                                                                                                                          
NGC0389        G       01:08:29.93   +39:41:43.6   1.26     0.46     54       15.00             11.72    11.00    10.68    24.08    S0-a                                                                                              2MASX J01082993+3941436,MCG +06-03-014,PGC 004054,UGC 00703                                                                                                                                                
NGC0390        *       01:07:53.75   +32:25:59.2                                                12.77    12.00    11.80                                                                                                                                                                                                                                                                                                                          
NGC0391        G       01:07:22.58   +00:55:33.4   0.98     0.74     38       14.60             11.28    10.58    10.30    23.32    E                                                                                                 2MASX J01072255+0055331,MCG +00-03-075,PGC 003976,SDSS J010722.57+005533.3,SDSS J010722.57+005533.4,SDSS J010722.58+005533.4,SDSS J010722.58+005533.5,UGC 00693                                            
NGC0392        G       01:08:23.46   +33:08:01.0   1.36     0.93     52       13.68    12.71    10.48    9.80     9.56     23.08    E-S0                                                                                              2MASX J01082344+3308008,MCG +05-03-062,PGC 004042,UGC 00700                                                                                                                                                
NGC0393        G       01:08:36.95   +39:38:39.5   1.64     1.34     22       13.30             10.24    9.51     9.23     23.55    E                                                                                                 2MASX J01083695+3938396,MCG +06-03-015,PGC 004061,UGC 00707                                                                                                                                                
NGC0394        G       01:08:26.05   +33:08:52.7   0.64     0.34     130      14.80    13.83    11.55    10.87    10.57    22.50    S0                                                                                                2MASX J01082606+3308529,MCG +05-03-063,PGC 004049                                                                                                                                                          
NGC0395        OCl     01:05:08.32   -71:59:26.6   1.50     1.10                                                                                                                                                                      ESO 051-016                                                                                                                                                                                                
NGC0396        G       01:08:08.40   +04:31:51.1   0.62     0.30     70                         12.98    12.60    12.10                                                                                                               2MASX J01080838+0431509,PGC 099944                                                                                                                                                                         Diameters and position angle taken from Simbad.                       
NGC0397        G       01:08:31.10   +33:06:33.1   0.65     0.50     71       15.49    14.58    12.60    11.75    11.60    23.55    S0                                                                                                2MASX J01083108+3306329,MCG +05-03-064,PGC 004051                                                                                                                                                          
NGC0398        G       01:08:53.67   +32:30:52.3   0.83     0.49     136      15.40             12.12    11.43    11.28    23.72    S0                                                                                                2MASX J01085369+3230516,MCG +05-03-065,PGC 004090                                                                                                                                                          
NGC0399        G       01:08:59.20   +32:38:03.5   1.12     0.76     41       14.50             11.09    10.41    10.22    23.32    Sa                                                                                                2MASX J01085920+3238037,MCG +05-03-067,PGC 004096,UGC 00712                                                                                                                                                
NGC0400        *       01:09:02.49   +32:43:56.7                                                                                                                                                                                                                                                                                                                                                                                                 
NGC0401        *       01:09:07.72   +32:45:33.6                                                                                                                                                                                                                                                                                                                                                                                                 
NGC0402        *       01:09:13.36   +32:48:22.5                                                                                                                                                                                                                                                                                                                                                                                                 
NGC0403        G       01:09:14.16   +32:45:07.7   2.40     0.79     86       13.38             10.23    9.55     9.30     23.68    S0-a                                                                                              2MASX J01091415+3245078,MCG +05-03-068,PGC 004111,UGC 00715                                                                                                                                                
NGC0404        G       01:09:27.02   +35:43:05.3   3.40     3.37     90       12.56    11.73                               22.61    E-S0                                                                                              IRAS 01066+3527,MCG +06-03-018,PGC 004126,UGC 00718                                                                                                                                                        
NGC0405        Other   01:08:34.11   -46:40:06.6                                                                                                                                                                                      HD 006869                                                                                                                                                                                                  Two Galactic stars,HD006869                                           
NGC0406        G       01:07:25.05   -69:52:45.0   2.44     1.10     162      13.02             11.06    10.50    10.18    23.09    SBc                                                                                               2MASX J01072505-6952452,ESO 051-018,ESO-LV 51-0180,IRAS 01057-7008,PGC 003980                                                                                                                              
NGC0407        G       01:10:36.56   +33:07:35.4   2.00     0.29     0        14.28             10.74    10.02    9.80     24.24    S0-a                                                                                              2MASX J01103658+3307351,MCG +05-03-077,PGC 004190,UGC 00730                                                                                                                                                
NGC0408        *       01:10:51.09   +33:09:04.6                                                                                                                                                                                                                                                                                                                                                                                                 
NGC0409        G       01:09:33.22   -35:48:20.2   1.36     1.15     164      14.03             10.93    10.23    10.00    23.60    E                                                                                                 2MASX J01093323-3548203,ESO 352-012,ESO-LV 352-0120,MCG -06-03-023,PGC 004132                                                                                                                              
NGC0410        G       01:10:58.90   +33:09:06.8   2.37     1.60     34       12.52    11.48    9.38     8.66     8.38     23.24    E                                                                                                 2MASX J01105887+3309072,MCG +05-03-080,PGC 004224,SDSS J011058.91+330907.1,UGC 00735                                                                                                                       
NGC0411        OCl     01:07:55.67   -71:46:06.1   2.10     1.90              12.63    12.10                                                                                                                                          ESO 051-019                                                                                                                                                                                                
NGC0412        NonEx   01:10:20.48   -20:00:56.9                                                                                                                                                                                                                                                                                                                                                                                                 Nonexistent object. Sometimes incorrectly equated with ESO 541- G 019.
NGC0413        G       01:12:31.40   -02:47:36.3   1.05     0.67     148      14.00             12.42    11.94    11.74    23.27    SBc                                                                                               2MASX J01123140-0247361,MCG -01-04-013,PGC 004347                                                                                                                                                          
NGC0414        GPair   01:11:17.80   +33:06:46.0   0.75                       14.50                                                                                                                                                   UGC 00744                                                                                                                                                                                                  Diameter of the group inferred by the author.                         
NGC0414 NED01  G       01:11:17.48   +33:06:50.0   0.74     0.34     23                         11.35    10.58    10.37    22.48    S0                                                                                                2MASX J01111746+3306502,PGC 004254,UGC 00744 NED01                                                                                                                                                         
NGC0414 NED02  G       01:11:17.95   +33:06:44.1   0.45     0.38     90                                                             E-S0                                                                                              PGC 093079,UGC 00744 NED02                                                                                                                                                                                 
NGC0415        G       01:10:05.69   -35:29:26.8   1.57     0.74     49       14.32             11.71    10.95    10.84    23.45    SBb                                                                                               2MASX J01100570-3529265,ESO 352-014,ESO-LV 352-0140,MCG -06-03-024,PGC 004161                                                                                                                              
NGC0416        GCl     01:07:58.50   -72:21:18.2   1.70     1.70              12.55    11.76                                                                                                                                          ESO 029-032                                                                                                                                                                                                
NGC0417        G       01:11:05.56   -18:08:54.0   1.08     0.81     24       15.18             11.90    11.08    10.92    24.15    E-S0                                                                                              2MASX J01110557-1808534,ESO 541-024,ESO-LV 541-0240,MCG -03-04-019,PGC 004237                                                                                                                              
NGC0418        G       01:10:35.62   -30:13:16.6   1.98     1.30     23       13.19             10.89    10.14    9.89     23.02    Sc                                                                                                2MASX J01103561-3013165,ESO 412-009,ESO-LV 412-0090,IRAS 01082-3029,MCG -05-04-002,PGC 004189                                                                                                              
NGC0419        GCl     01:08:17.17   -72:53:00.6   2.80     2.80              11.16    10.50                                                                                                                                          ESO 029-033                                                                                                                                                                                                
NGC0420        G       01:12:09.65   +32:07:23.4   1.38     1.05     173      13.40             10.47    9.75     9.54     22.91    S0                                                                                                2MASX J01120966+3207233,MCG +05-03-083,PGC 004320,UGC 00752                                                                                                                                                
NGC0421        Other   01:12:14.46   +32:07:24.6                                                                                                                                                                                                                                                                                                                                                                                                 
NGC0422        OCl     01:09:25.39   -71:46:02.0   1.00     1.00              13.45    13.26                                                                                                                                          ESO 051-022                                                                                                                                                                                                
NGC0423        G       01:11:22.21   -29:14:04.3   0.90     0.60     114      14.58             11.60    10.86    10.50    22.82    S0-a                                                                                              2MASX J01112221-2914042,ESO 412-011,ESO-LV 412-0110,IRAS 01090-2929,MCG -05-04-004,PGC 004266                                                                                                              
NGC0424        G       01:11:27.63   -38:05:00.5   1.66     0.68     61       13.76    14.12    10.50    9.74     9.13     23.37    S0-a                                                                                              2MASX J01112766-3805006,ESO 296-004,ESO-LV 296-0040,IRAS 01091-3820,MCG -06-03-026,PGC 004274                                                                                                              
NGC0425        G       01:13:02.56   +38:46:06.1   0.89     0.84     65       13.50             11.25    10.54    10.27    21.89    Sc                                                                                                2MASX J01130255+3846060,IRAS 01102+3830,MCG +06-03-023,PGC 004379,UGC 00758                                                                                                                                
NGC0426        G       01:12:48.61   -00:17:24.7   1.20     0.89     146      16.33    15.58    10.88    10.16    9.88     23.10    E                                                                                                 2MASX J01124858-0017246,MCG +00-04-035,PGC 004363,SDSS J011248.60-001724.6,SDSS J011248.61-001724.7,UGC 00760                                                                                              
NGC0427        G       01:12:19.24   -32:03:40.2   1.10     0.66     16       15.06             12.14    11.43    11.20    23.75    SBa                                                                                               2MASX J01121922-3203399,ESO 412-014,ESO-LV 412-0140,MCG -05-04-007,PGC 004333                                                                                                                              
NGC0428        G       01:12:55.71   +00:58:53.6   2.82     2.08     114      12.10             10.67    9.65     9.39     22.67    SABm                                                                                              2MASX J01125570+0058536,IRAS 01103+0043,MCG +00-04-036,PGC 004367,UGC 00763                                                                                                                                
NGC0429        G       01:12:57.42   -00:20:42.0   1.51     0.31     19       14.40             11.37    10.67    10.49    24.04    S0                                                                                                2MASX J01125745-0020416,MCG +00-04-037,PGC 004368,SDSS J011257.42-002041.9,SDSS J011257.42-002042.0,UGC 00762                                                                                              
NGC0430        G       01:12:59.93   -00:15:09.0   1.18     0.81     163      13.60             10.59    9.87     9.61     22.73    E                                                                                                 2MASX J01125992-0015087,MCG +00-04-039,PGC 004376,SDSS J011259.92-001508.9,UGC 00765                                                                                                                       
NGC0431        G       01:14:04.54   +33:42:15.1   1.16     0.67     28       14.00             10.87    10.17    9.91     23.10    S0                                                                                                2MASX J01140455+3342149,MCG +05-04-002,PGC 004437,UGC 00776                                                                                                                                                
NGC0432        G       01:11:46.26   -61:31:39.5   1.32     1.07     126      13.96             10.84    10.18    9.93     23.47    E-S0                                                                                              2MASX J01114624-6131394,ESO 113-022,ESO-LV 113-0220,PGC 004290                                                                                                                                             
NGC0433        OCl     01:15:09.26   +60:07:32.8   3.60                                                                                                                                                                               MWSC 0110                                                                                                                                                                                                  
NGC0434        G       01:12:14.13   -58:14:52.7   2.24     1.24     9        12.93             9.81     9.05     8.74     22.91    Sab                                                                                               2MASX J01121411-5814525,ESO 113-023,ESO-LV 113-0230,PGC 004325                                                                                                                                             
NGC0434A       G       01:12:29.62   -58:12:34.2   1.19     0.24     57       15.79                                        24.34    S0-a                                                                                              ESO 113-024,ESO-LV 113-0240,PGC 004344                                                                                                                                                                     
NGC0435        G       01:13:59.85   +02:04:17.2   1.10     0.43     17       15.00             12.14    11.36    11.07    23.04    SABc                                                                                              2MASX J01135985+0204171,MCG +00-04-046,PGC 004434,UGC 00779                                                                                                                                                
NGC0436        OCl     01:15:57.78   +58:49:01.6   5.70                       8.01     8.80                                                                                                                                           MWSC 0111                                                                                                                                                                                                  
NGC0437        G       01:14:22.29   +05:55:36.8   1.73     1.37     138      14.00             10.96    10.28    10.01    23.77    S0-a                                                                                              2MASX J01142229+0555366,MCG +01-04-005,PGC 004464,UGC 00788                                                                                                                                                
NGC0438        G       01:13:34.16   -37:54:05.9   1.35     0.77     140      13.63             10.91    10.20    10.00    22.61    Sb                                                                                                2MASX J01133415-3754057,ESO 296-007,ESO-LV 296-0070,IRAS 01112-3810,MCG -06-03-029,PGC 004406                                                                                                              
NGC0439        G       01:13:47.26   -31:44:49.7   3.38     2.14     156      12.38             9.62     9.00     8.70     24.24    E-S0                                                                                              2MASX J01134725-3144500,ESO 412-018,ESO-LV 412-0180,MCG -05-04-015,PGC 004423                                                                                                                              
NGC0440        G       01:12:48.50   -58:16:56.2   1.06     0.64     37       13.75             11.18    10.47    10.13    22.20    Sbc                                                                                               2MASX J01124849-5816560,ESO 113-025,ESO-LV 113-0250,PGC 004361                                                                                                                                             
NGC0441        G       01:13:51.26   -31:47:18.0   1.51     1.36     100      13.76             10.52    9.81     9.49     23.33    S0-a                                                                                              2MASX J01135125-3147180,ESO 412-019,ESO-LV 412-0190,MCG -05-04-016,PGC 004429                                                                                                                              
NGC0442        G       01:14:38.65   -01:01:14.3   1.16     0.69     158      14.50             10.77    9.98     9.76     23.43    S0-a                                                                                              2MASX J01143863-0101139,MCG +00-04-054,PGC 004484,SDSS J011438.64-010114.3,UGC 00789                                                                                                                       
NGC0443        G       01:15:07.59   +33:22:38.4   0.82     0.72     17       13.90             11.44    10.69    10.38    22.53    S0-a                                                       1653                                   2MASX J01150761+3322385,MCG +05-04-005,PGC 004512,UGC 00796                                                                                                                                                
NGC0444        G       01:15:49.60   +31:04:48.9   1.57     0.34     160      14.70             12.37    11.60    11.30    23.44    Sc                                                         1658                                   2MASX J01154958+3104488,MCG +05-04-007,PGC 004561,UGC 00810                                                                                                                                                
NGC0445        G       01:14:52.48   +01:55:02.8   0.79     0.53     140      15.50             11.54    10.90    10.53    23.58    S0                                                                                                2MASX J01145247+0155030,PGC 004493                                                                                                                                                                         
NGC0446        G       01:16:03.61   +04:17:38.8   2.06     1.60     110      13.80             10.78    10.13    9.75     24.00    S0                                                         0089                                   2MASX J01160360+0417385,IRAS 01134+0401,MCG +01-04-012,PGC 004578,UGC 00818                                                                                                                                
NGC0447        G       01:15:37.63   +33:04:03.8   2.21     2.15     15       14.00             10.52    9.79     9.48     25.53    S0-a                                                       1656                                   2MASX J01153760+3304035,MCG +05-04-006,PGC 004550,UGC 00804                                                                                                                                                
NGC0448        G       01:15:16.52   -01:37:34.3   1.60     0.76     115      13.20             10.27    9.58     9.35     23.04    S0                                                                                                2MASX J01151653-0137339,MCG +00-04-060,PGC 004524,UGC 00801                                                                                                                                                
NGC0449        G       01:16:07.25   +33:05:22.4   0.68     0.39     78       15.90    14.96    12.27    11.61    11.17    22.70    SBa                                                                                               2MASX J01160722+3305218,IRAS 01133+3249,MCG +05-04-009,PGC 004587,UGC 00804 NOTES01                                                                                                                        
NGC0450        G       01:15:30.44   -00:51:39.5   2.94     1.95     72       13.40             11.40    10.91    10.58    23.52    SABc                                                                                              2MASX J01153046-0051389,MCG +00-04-062,PGC 004540,SDSS J011530.44-005139.3,SDSS J011530.44-005139.4,SDSS J011530.44-005139.5,UGC 00806                                                                     
NGC0451        G       01:16:12.40   +33:03:50.8   0.69     0.53     19       14.80             12.30    11.70    11.39    22.61    Sc                                                         1661                                   2MASX J01161239+3303507,MCG +05-04-011,PGC 004594                                                                                                                                                          
NGC0452        G       01:16:14.83   +31:02:01.8   1.99     0.50     39       14.00             10.62    9.86     9.58     23.14    SBab                                                                                              2MASS J01161480+3102017,2MASX J01161484+3102019,IRAS 01134+3046,MCG +05-04-010,PGC 004596,UGC 00820                                                                                                        
NGC0453        Other   01:16:17.42   +33:00:51.0                                                                                                                                                                                                                                                                                                                                                                                                 Galactic triple star                                                  
NGC0454        GPair   01:14:22.53   -55:23:55.3   2.00                                                                                                                                                                                                                                                                                                                                                                                          Diameter of the group inferred by the author.                         
NGC0454 NED01  G       01:14:21.81   -55:24:05.1   1.64     1.64     0        13.11                                        22.94    E?                                              0454W                                             ESO-LV 151-0361,PGC 004461                                                                                                                                                                                 
NGC0454 NED02  G       01:14:24.93   -55:23:49.5   1.93     0.81     81       13.13    13.58    10.79    10.09    9.75     23.25    S0                                              0454E                                             2MASX J01142491-5523497,ESO-LV 151-0360,PGC 004468                                                                                                                                                         
NGC0455        G       01:15:57.64   +05:10:43.3   2.58     1.49     158      13.90             10.56    9.86     9.60     24.62    S0                                                                                                2MASX J01155764+0510435,MCG +01-04-011,PGC 004572,UGC 00815                                                                                                                                                
NGC0456        OCl     01:13:44.38   -73:17:25.9   3.80     2.90     110                                                                                                                                                              ESO 029-038                                                                                                                                                                                                
NGC0457        OCl     01:19:32.65   +58:17:26.5   7.80                       6.97     6.40                                                                                                                                           MWSC 0114,Owl Cluster                                                                                                                                                                                      
NGC0458        OCl     01:14:53.47   -71:33:09.7   2.60     2.30     140      11.85    11.66                                                                                                                                          2MASX J01145353-7133103,ESO 051-026                                                                                                                                                                        
NGC0459        G       01:18:08.19   +17:33:44.6   0.58     0.55     20       15.70             13.11    12.35    12.21    23.31    Sbc                                                                                               2MASX J01180818+1733448,MCG +03-04-017,PGC 004665,UGC 00832                                                                                                                                                
NGC0460        Cl+N    01:14:38.60   -73:16:27.1   2.60     1.50     20                                                                                                                                                                                                                                                                                                                                                                          
NGC0461        G       01:17:20.64   -33:50:27.2   1.21     1.01     38       14.11                                        23.06    Sc                                                                                                ESO 352-033,ESO-LV 352-0330,IRAS 01150-3406,MCG -06-04-002,PGC 004636                                                                                                                                      
NGC0462        G       01:18:10.99   +04:13:33.6   0.48     0.45     115                        12.37    11.82    11.45                                                                                                               2MASX J01181097+0413344,PGC 004667                                                                                                                                                                         Diameters and position angle taken from Simbad.                       
NGC0463        G       01:18:58.25   +16:19:32.7   1.04     0.39     5        15.20             11.76    11.07    10.69    23.81    S0-a                                                                                              2MASX J01185818+1619319,MCG +03-04-019,PGC 004719,UGC 00840                                                                                                                                                
NGC0464        **      01:19:26.68   +34:57:19.5                                                13.28    12.73    12.67                                                                                                                                                                                                                                                                                                                          
