Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	270.57177186450406	-24.482079148552813	0.0	0.0	false	
line	+	270.5765067040072	-24.490792775812913	0.0	0.0	false	
line	+	270.5860402785189	-24.49517769519172	0.0	0.0	false	
line	+	270.59558128690026	-24.498112921937825	0.0	0.0	false	
line	+	270.6051427305089	-24.496700251397765	0.0	0.0	false	
line	+	270.61155204794244	-24.488029598088904	0.0	0.0	false	
line	+	270.61795396135653	-24.480807778774317	0.0	0.0	false	
line	+	270.6306919261408	-24.480854359469724	0.0	0.0	false	
line	+	270.6322460772814	-24.489554722582586	0.0	0.0	false	
line	+	270.6353928993217	-24.498260787712326	0.0	0.0	false	
line	+	270.6385401464786	-24.50696679019854	0.0	0.0	false	
line	+	270.6496758740005	-24.509904319805543	0.0	0.0	false	
line	+	270.65766319292925	-24.504135493216147	0.0	0.0	false	
line	+	270.6640632943138	-24.496911744085995	0.0	0.0	false	
line	+	270.6704626556123	-24.489687728009653	0.0	0.0	false	
line	+	270.68004001327336	-24.483923070486696	0.0	0.0	false	
line	+	270.6943874987459	-24.47962227812588	0.0	0.0	false	
line	+	270.70393537071675	-24.48110165463949	0.0	0.0	false	
line	+	270.7118748929252	-24.486922851439463	0.0	0.0	false	
line	+	270.716619583534	-24.49563215769989	0.0	0.0	false	
line	+	270.719767028645	-24.505785603569954	0.0	0.0	false	
line	+	270.7229149699597	-24.515938987368607	0.0	0.0	false	
line	+	270.7276562283581	-24.526097067072556	0.0	0.0	false	
line	+	270.73399637989166	-24.53481058629193	0.0	0.0	false	
line	+	270.7371513184269	-24.543514576510372	0.0	0.0	false	
line	+	270.7418998371733	-24.552223114177355	0.0	0.0	false	
line	+	270.7466338576779	-24.56527883865123	0.0	0.0	false	
line	+	270.74979040792573	-24.573982576580168	0.0	0.0	false	
line	+	270.75454092572505	-24.58269073106318	0.0	0.0	false	
line	+	270.7608857430272	-24.591403154312154	0.0	0.0	false	
line	+	270.7688299923178	-24.59867053600202	0.0	0.0	false	
line	+	270.77835022261814	-24.611738194488154	0.0	0.0	false	
line	+	270.7878953377236	-24.617559696131128	0.0	0.0	false	
line	+	270.797445808342	-24.621931490522318	0.0	0.0	false	
line	+	270.8085779974285	-24.63065395596616	0.0	0.0	false	
line	+	270.8181259425709	-24.636473581663918	0.0	0.0	false	
line	+	270.82767477047173	-24.642292614698853	0.0	0.0	false	
line	+	270.83722046333276	-24.649560172451128	0.0	0.0	false	
line	+	270.8451767038281	-24.655374498986674	0.0	0.0	false	
line	+	270.8547243994941	-24.662640971938217	0.0	0.0	false	
line	+	270.8642769062832	-24.668457733781132	0.0	0.0	false	
line	+	270.8738374932673	-24.6713756629343	0.0	0.0	false	
line	+	270.88498629083904	-24.677194361768365	0.0	0.0	false	
line	+	270.8945480244379	-24.680111001913723	0.0	0.0	false	
line	+	270.9056985575505	-24.68592819844078	0.0	0.0	false	
line	+	270.91526455842757	-24.687394427557937	0.0	0.0	false	
line	+	270.9248277730286	-24.690309182520124	0.0	0.0	false	
line	+	270.9343914321152	-24.69322334196261	0.0	0.0	false	
line	+	270.9439583246436	-24.694687783028378	0.0	0.0	false	
line	+	270.95352544056163	-24.696151627800752	0.0	0.0	false	
line	+	270.9630953472908	-24.696165752936047	0.0	0.0	false	
line	+	270.97745021071216	-24.696185821576226	0.0	0.0	false	
line	+	270.9870201217657	-24.696198454627222	0.0	0.0	false	
line	+	270.9997800056376	-24.69621437028604	0.0	0.0	false	
line	+	271.0093478884722	-24.69767473494977	0.0	0.0	false	
line	+	271.018915994249	-24.699134503175667	0.0	0.0	false	
line	+	271.0284807017564	-24.703491924537296	0.0	0.0	false	
line	+	271.0380443743977	-24.70929787585947	0.0	0.0	false	
line	+	271.05080094030507	-24.713656925782427	0.0	0.0	false	
line	+	271.0603707501353	-24.71511411045036	0.0	0.0	false	
line	+	271.069939451582	-24.71801982462741	0.0	0.0	false	
line	+	271.0795085973332	-24.720924942575014	0.0	0.0	false	
line	+	271.0922688645792	-24.723831421109157	0.0	0.0	false	
line	+	271.1034362353484	-24.723837747765995	0.0	0.0	false	
line	+	271.11300826815267	-24.7238425238534	0.0	0.0	false	
line	+	271.1241756404847	-24.72384734140031	0.0	0.0	false	
line	+	271.14012903065554	-24.723852814001432	0.0	0.0	false	
line	+	271.1528928530197	-24.719508617099546	0.0	0.0	false	
line	+	271.1624655904284	-24.713713801582006	0.0	0.0	false	
line	+	271.1768229404278	-24.706469587223427	0.0	0.0	false	
line	+	271.1863935707954	-24.70067328184453	0.0	0.0	false	
line	+	271.19755813623783	-24.693427130860798	0.0	0.0	false	
line	+	271.20553193150954	-24.687629758885215	0.0	0.0	false	
line	+	271.2166945950728	-24.68183134386025	0.0	0.0	false	
line	+	271.2262619753412	-24.67748168192244	0.0	0.0	false	
line	+	271.2358281007489	-24.671682299727397	0.0	0.0	false	
line	+	271.2437987405587	-24.665882943855678	0.0	0.0	false	
line	+	271.25176864292837	-24.66008317511535	0.0	0.0	false	
line	+	271.2581425075485	-24.6528346407596	0.0	0.0	false	
line	+	271.26611091765295	-24.64703412959512	0.0	0.0	false	
line	+	271.2740785910814	-24.641233205736118	0.0	0.0	false	
line	+	271.28364088284997	-24.63687997267898	0.0	0.0	false	
line	+	271.2932000066321	-24.629627900164287	0.0	0.0	false	
line	+	271.30435345402935	-24.623823121252197	0.0	0.0	false	
line	+	271.3139148613112	-24.62091712535531	0.0	0.0	false	
line	+	271.3218770867862	-24.613664603516966	0.0	0.0	false	
line	+	271.3314356228048	-24.609308395824364	0.0	0.0	false	
line	+	271.3393978868961	-24.60350408775737	0.0	0.0	false	
line	+	271.34894936120907	-24.59479943022065	0.0	0.0	false	
line	+	271.3553143101246	-24.587546876690787	0.0	0.0	false	
line	+	271.36008097206695	-24.577397652391213	0.0	0.0	false	
line	+	271.36484894366265	-24.568697401411946	0.0	0.0	false	
line	+	271.3696141290801	-24.558547886222787	0.0	0.0	false	
line	+	271.37278760734546	-24.549849305038343	0.0	0.0	false	
line	+	271.37436545134875	-24.539703520714912	0.0	0.0	false	
line	+	271.3759452455382	-24.531006839647265	0.0	0.0	false	
line	+	271.3838982258286	-24.523751118763677	0.0	0.0	false	
line	+	271.395040537498	-24.51938888388529	0.0	0.0	false	
line	+	271.40459192192793	-24.516477247747407	0.0	0.0	false	
line	+	271.41414550372644	-24.5150141326346	0.0	0.0	false	
line	+	271.42370710894784	-24.517897768965433	0.0	0.0	false	
line	+	271.4269092659081	-24.52658746559807	0.0	0.0	false	
line	+	271.4317048100427	-24.535274539665586	0.0	0.0	false	
line	+	271.43331491875506	-24.543966662549007	0.0	0.0	false	
line	+	271.4428821399031	-24.548298219763435	0.0	0.0	false	
line	+	271.45403387781124	-24.548279042929714	0.0	0.0	false	
line	+	271.4635925079727	-24.54826196007599	0.0	0.0	false	
line	+	271.47315445713775	-24.54969339666991	0.0	0.0	false	
line	+	271.4827063304125	-24.54677689161469	0.0	0.0	false	
line	+	271.49227192617934	-24.549656250862874	0.0	0.0	false	
line	+	271.5002520704413	-24.555436528630135	0.0	0.0	false	
line	+	271.5050574862649	-24.565570424463957	0.0	0.0	false	
line	+	271.50029933532267	-24.574275025066132	0.0	0.0	false	
line	+	271.49394342156563	-24.58153358517257	0.0	0.0	false	
line	+	271.49077754297645	-24.59023467399827	0.0	0.0	false	
line	+	271.5019439715452	-24.594559359369864	0.0	0.0	false	
line	+	271.51150611631795	-24.59453928726695	0.0	0.0	false	
line	+	271.52265805069146	-24.593066000813838	0.0	0.0	false	
line	+	271.5338016723871	-24.58869367377299	0.0	0.0	false	
line	+	271.54654225288766	-24.585765901727044	0.0	0.0	false	
line	+	271.55768439982137	-24.58139184123166	0.0	0.0	false	
line	+	271.5672367157298	-24.578470067823346	0.0	0.0	false	
line	+	271.57838203709014	-24.575543618478378	0.0	0.0	false	
line	+	271.5879334299806	-24.57262055704292	0.0	0.0	false	
line	+	271.60065674775734	-24.565340956965823	0.0	0.0	false	
line	+	271.6070056939831	-24.55807798437809	0.0	0.0	false	
line	+	271.6069765121389	-24.549383319315215	0.0	0.0	false	
line	+	271.6085354687016	-24.5392351512126	0.0	0.0	false	
line	+	271.6084964481662	-24.527642270413335	0.0	0.0	false	
line	+	271.6084671960364	-24.518947611746526	0.0	0.0	false	
line	+	271.6084379552781	-24.510252954680677	0.0	0.0	false	
line	+	271.616366318726	-24.500086978657844	0.0	0.0	false	
line	+	271.6243085686916	-24.49426792033921	0.0	0.0	false	
line	+	271.6338475949981	-24.489892902726215	0.0	0.0	false	
line	+	271.64339123176387	-24.486966399648374	0.0	0.0	false	
line	+	271.6529344270838	-24.484039302933738	0.0	0.0	false	
line	+	271.67358363481804	-24.470932731641312	0.0	0.0	false	
line	+	271.67358363481804	-24.470932731641312	0.0	0.0	false	
line	+	271.68313064653535	-24.469452862787406	0.0	0.0	false	
line	+	271.68947008511077	-24.46218650064571	0.0	0.0	false	
line	+	271.69261330244797	-24.452032253582555	0.0	0.0	false	
line	+	271.69734778206004	-24.441872628310957	0.0	0.0	false	
line	+	271.7036850419548	-24.43460568367303	0.0	0.0	false	
line	+	271.7116131516276	-24.427333014600197	0.0	0.0	false	
line	+	271.7211625821684	-24.427299883944954	0.0	0.0	false	
line	+	271.73387626271386	-24.4229074801793	0.0	0.0	false	
line	+	271.7449976033355	-24.41851984989254	0.0	0.0	false	
line	+	271.7529288549947	-24.412694149032422	0.0	0.0	false	
line	+	271.76405528117647	-24.409754237598253	0.0	0.0	false	
line	+	271.77198511307336	-24.403927552627852	0.0	0.0	false	
line	+	271.7799142195179	-24.398100458538476	0.0	0.0	false	
line	+	271.7862445847136	-24.390830112870294	0.0	0.0	false	
line	+	271.7909762718955	-24.38211671403972	0.0	0.0	false	
line	+	271.8004940834082	-24.376282255018094	0.0	0.0	false	
line	+	271.8131999206489	-24.37188328216021	0.0	0.0	false	
line	+	271.82112515167	-24.366054062279687	0.0	0.0	false	
line	+	271.8274515836713	-24.358782021560216	0.0	0.0	false	
line	+	271.83695852689345	-24.351496208240462	0.0	0.0	false	
line	+	271.8464643858272	-24.344209806764315	0.0	0.0	false	
line	+	271.8543863824492	-24.3383788717794	0.0	0.0	false	
line	+	271.8654884076359	-24.33253342363633	0.0	0.0	false	
line	+	271.8750069993214	-24.32814343942589	0.0	0.0	false	
line	+	271.8829187228256	-24.320861941412925	0.0	0.0	false	
line	+	271.88605112856317	-24.312152866556083	0.0	0.0	false	
line	+	271.88282307523036	-24.303472854074265	0.0	0.0	false	
line	+	271.87326729219365	-24.30061786454894	0.0	0.0	false	
line	+	271.86528635028617	-24.29485703672319	0.0	0.0	false	
line	+	271.85888059025933	-24.286190616566554	0.0	0.0	false	
line	+	271.85405014029806	-24.27461880180768	0.0	0.0	false	
line	+	271.8508100967342	-24.26303992681684	0.0	0.0	false	
line	+	271.8507569733847	-24.252896279335715	0.0	0.0	false	
line	+	271.85070387416357	-24.242752631904295	0.0	0.0	false	
line	+	271.8538366673155	-24.23404421757905	0.0	0.0	false	
line	+	271.85855807823367	-24.22532875286924	0.0	0.0	false	
line	+	271.8616899288925	-24.216620178977333	0.0	0.0	false	
line	+	271.8679912265177	-24.206448297469656	0.0	0.0	false	
line	+	271.8743072137339	-24.199174339756965	0.0	0.0	false	
line	+	271.8822111056114	-24.191892890452017	0.0	0.0	false	
line	+	271.8964601180404	-24.18313252473771	0.0	0.0	false	
line	+	271.904361771034	-24.175849934164294	0.0	0.0	false	
line	+	271.9138674179226	-24.171457553857127	0.0	0.0	false	
line	+	271.9265490259616	-24.167049217245562	0.0	0.0	false	
line	+	271.93922976278	-24.162639830848114	0.0	0.0	false	
line	+	271.950330125171	-24.15968643542976	0.0	0.0	false	
line	+	271.96142997676156	-24.156732235467633	0.0	0.0	false	
line	+	271.97091440986105	-24.149438146190107	0.0	0.0	false	
line	+	271.97560687150184	-24.137820918310386	0.0	0.0	false	
line	+	271.97554408473104	-24.12767732789102	0.0	0.0	false	
line	+	271.97390258429425	-24.118991019715384	0.0	0.0	false	
line	+	271.97067372227957	-24.110312857826415	0.0	0.0	false	
line	+	271.96585782129955	-24.10164274114957	0.0	0.0	false	
line	+	271.96420852635043	-24.091507239370802	0.0	0.0	false	
line	+	271.9657251491656	-24.079906455430923	0.0	0.0	false	
line	+	271.96725037525823	-24.069754741195844	0.0	0.0	false	
line	+	271.97353628595795	-24.05957852850308	0.0	0.0	false	
line	+	271.9814170679605	-24.050842884190622	0.0	0.0	false	
line	+	271.98612328572244	-24.042123498765967	0.0	0.0	false	
line	+	271.9940204564963	-24.036285376019705	0.0	0.0	false	
line	+	271.9971387349729	-24.027574040998644	0.0	0.0	false	
line	+	271.99547889883746	-24.01598978354449	0.0	0.0	false	
line	+	271.9906468157578	-24.004422261992033	0.0	0.0	false	
line	+	271.9826613486807	-23.995769347257944	0.0	0.0	false	
line	+	271.9746947957392	-23.990014187021913	0.0	0.0	false	
line	+	271.9619620823735	-23.982833787411433	0.0	0.0	false	
line	+	271.95083401361865	-23.97854256318023	0.0	0.0	false	
line	+	271.9397237191697	-23.977148708038122	0.0	0.0	false	
line	+	271.9286136676319	-23.97575404495004	0.0	0.0	false	
line	+	271.9190814970202	-23.97290187139924	0.0	0.0	false	
line	+	271.90321439077377	-23.971528143401322	0.0	0.0	false	
line	+	271.8921052278125	-23.970130825292184	0.0	0.0	false	
line	+	271.88100415730503	-23.97018179403119	0.0	0.0	false	
line	+	271.8651454723607	-23.97025320793403	0.0	0.0	false	
line	+	271.85245098643475	-23.968860057854883	0.0	0.0	false	
line	+	271.8413500152211	-23.968908146445294	0.0	0.0	false	
line	+	271.8302490370386	-23.968955428799372	0.0	0.0	false	
line	+	271.8191480520047	-23.969001904915096	0.0	0.0	false	
line	+	271.8064612037279	-23.969054033242784	0.0	0.0	false	
line	+	271.7953602044096	-23.96909878169836	0.0	0.0	false	
line	+	271.78425919861024	-23.969142723909517	0.0	0.0	false	
line	+	271.77157232705486	-23.96919195633898	0.0	0.0	false	
line	+	271.7572931326222	-23.967796981846412	0.0	0.0	false	
line	+	271.74775269046626	-23.962035914570485	0.0	0.0	false	
line	+	271.7382131083966	-23.956274250144894	0.0	0.0	false	
line	+	271.7286743861554	-23.950511988660274	0.0	0.0	false	
line	+	271.71913050498733	-23.943300025158873	0.0	0.0	false	
line	+	271.71275860717304	-23.93607654110964	0.0	0.0	false	
line	+	271.70638743126347	-23.92885278943602	0.0	0.0	false	
line	+	271.6984374821051	-23.923083213981947	0.0	0.0	false	
line	+	271.69053378329494	-23.928906080956803	0.0	0.0	false	
line	+	271.68739700382525	-23.937611183855008	0.0	0.0	false	
line	+	271.6858453886639	-23.94631103077823	0.0	0.0	false	
line	+	271.68429357228626	-23.955010860463577	0.0	0.0	false	
line	+	271.6763872939299	-23.96083299416157	0.0	0.0	false	
line	+	271.66527073232476	-23.956520973171276	0.0	0.0	false	
line	+	271.65574057266565	-23.95220326454329	0.0	0.0	false	
line	+	271.65095210344435	-23.943523199898642	0.0	0.0	false	
line	+	271.64300372785806	-23.93775074124897	0.0	0.0	false	
line	+	271.6334757161026	-23.93343164044513	0.0	0.0	false	
line	+	271.62395329018636	-23.930561054581855	0.0	0.0	false	
line	+	271.617582509856	-23.92188448545022	0.0	0.0	false	
line	+	271.6112173933543	-23.91465675924975	0.0	0.0	false	
line	+	271.6048529965707	-23.907428766022957	0.0	0.0	false	
line	+	271.59374347323353	-23.903111531336343	0.0	0.0	false	
line	+	271.5826436445223	-23.901691713246844	0.0	0.0	false	
line	+	271.57154841060606	-23.901720201641027	0.0	0.0	false	
line	+	271.55886393168885	-23.90030265964533	0.0	0.0	false	
line	+	271.5493538309771	-23.900325647368742	0.0	0.0	false	
line	+	271.5382587099031	-23.900351718220737	0.0	0.0	false	
line	+	271.52398973455524	-23.898934939172474	0.0	0.0	false	
line	+	271.51447602372775	-23.897506640931383	0.0	0.0	false	
line	+	271.5033811408083	-23.89753017885685	0.0	0.0	false	
line	+	271.49228625451815	-23.897552911092344	0.0	0.0	false	
line	+	271.4812013639146	-23.901922185995677	0.0	0.0	false	
line	+	271.4717040423775	-23.907736804500914	0.0	0.0	false	
line	+	271.4637941863835	-23.914997062139136	0.0	0.0	false	
line	+	271.4590601927539	-23.92514948343886	0.0	0.0	false	
line	+	271.45432242428194	-23.933852640393532	0.0	0.0	false	
line	+	271.4543436714624	-23.943996448709548	0.0	0.0	false	
line	+	271.4543710034802	-23.95703848459294	0.0	0.0	false	
line	+	271.4543922727765	-23.967182287750582	0.0	0.0	false	
line	+	271.4544135517547	-23.97732608878204	0.0	0.0	false	
line	+	271.45760394797765	-23.986015145243904	0.0	0.0	false	
line	+	271.46713632165563	-23.993243432756827	0.0	0.0	false	
line	+	271.475080242923	-23.99902503149358	0.0	0.0	false	
line	+	271.4782725890726	-24.007713651843044	0.0	0.0	false	
line	+	271.4719434303224	-24.014971265968274	0.0	0.0	false	
line	+	271.4624342429265	-24.019336186919944	0.0	0.0	false	
line	+	271.4529274391624	-24.025149629507005	0.0	0.0	false	
line	+	271.44341685383984	-24.029513367615326	0.0	0.0	false	
line	+	271.43390562282343	-24.03387651411667	0.0	0.0	false	
line	+	271.4243937459977	-24.03823906893861	0.0	0.0	false	
line	+	271.4132944484263	-24.042603411504874	0.0	0.0	false	
line	+	271.4021919386392	-24.045517834582878	0.0	0.0	false	
line	+	271.3910912574735	-24.049880565523384	0.0	0.0	false	
line	+	271.3815745157731	-24.052791342591796	0.0	0.0	false	
line	+	271.3720594603992	-24.05715064156559	0.0	0.0	false	
line	+	271.3609507712159	-24.05716384191181	0.0	0.0	false	
line	+	271.35142903613155	-24.057174514183977	0.0	0.0	false	
line	+	271.3577670786793	-24.049921892805063	0.0	0.0	false	
line	+	271.36410440605255	-24.04266900824374	0.0	0.0	false	
line	+	271.3593322404288	-24.03397982783349	0.0	0.0	false	
line	+	271.34822371158157	-24.03254298791664	0.0	0.0	false	
line	+	271.33711715334437	-24.03255445608615	0.0	0.0	false	
line	+	271.32759563135124	-24.031114528387313	0.0	0.0	false	
line	+	271.31648770766515	-24.02967538247083	0.0	0.0	false	
line	+	271.3069666317499	-24.028234169907908	0.0	0.0	false	
line	+	271.2958591897681	-24.02679352510354	0.0	0.0	false	
line	+	271.28633741308875	-24.023901911729496	0.0	0.0	false	
line	+	271.27523160023054	-24.02390888422659	0.0	0.0	false	
line	+	271.26095183631435	-24.022467547146263	0.0	0.0	false	
line	+	271.2498432080995	-24.016676209700194	0.0	0.0	false	
line	+	271.2403225941307	-24.012332613250674	0.0	0.0	false	
line	+	271.2292152739791	-24.005090658872625	0.0	0.0	false	
line	+	271.2196958243929	-23.99929665977856	0.0	0.0	false	
line	+	271.20859133362114	-23.994951439674136	0.0	0.0	false	
line	+	271.20065950342257	-23.987706881422337	0.0	0.0	false	
line	+	271.1895566591386	-23.983360277579685	0.0	0.0	false	
line	+	271.1800404491735	-23.981911159939436	0.0	0.0	false	
line	+	271.16735283113496	-23.97756288522412	0.0	0.0	false	
line	+	271.15466607173636	-23.973213557064614	0.0	0.0	false	
line	+	271.1435646412005	-23.973210965322856	0.0	0.0	false	
line	+	271.13721828403163	-23.980454710792113	0.0	0.0	false	
line	+	271.13880117892177	-23.989149901139353	0.0	0.0	false	
line	+	271.1451434032227	-23.996397265055425	0.0	0.0	false	
line	+	271.1292775948847	-24.005087029258615	0.0	0.0	false	
line	+	271.1197604560207	-24.00363415933515	0.0	0.0	false	
line	+	271.1102435324963	-24.00218069691273	0.0	0.0	false	
line	+	271.0991395992869	-24.00217487818054	0.0	0.0	false	
line	+	271.0864493910266	-24.002167240581056	0.0	0.0	false	
line	+	271.07534422439704	-24.003608810031672	0.0	0.0	false	
line	+	271.06106478849745	-24.00649615395867	0.0	0.0	false	
line	+	271.0515422997823	-24.01083550215401	0.0	0.0	false	
