Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	56.07566704150242	32.194045710367206	0.0	0.0	false	
line	+	56.07566581884027	32.19573079815675	0.0	0.0	false	
line	+	56.07599627968944	32.197696905833745	0.0	0.0	false	
line	+	56.076990543901736	32.19966335216888	0.0	0.0	false	
line	+	56.07898113703484	32.20078774179875	0.0	0.0	false	
line	+	56.08130442779749	32.20078886642696	0.0	0.0	false	
line	+	56.083295819921126	32.200789796616185	0.0	0.0	false	
line	+	56.08561911077854	32.20079084242953	0.0	0.0	false	
line	+	56.08761066993444	32.20051085707382	0.0	0.0	false	
line	+	56.08960221683146	32.20023084053288	0.0	0.0	false	
line	+	56.09159406078136	32.19938909681826	0.0	0.0	false	
line	+	56.09325412687696	32.1982663479004	0.0	0.0	false	
line	+	56.095245750655096	32.197705394992504	0.0	0.0	false	
line	+	56.09723748710569	32.19686356289684	0.0	0.0	false	
line	+	56.099229186702225	32.196021699610085	0.0	0.0	false	
line	+	56.10122084944544	32.1951798051332	0.0	0.0	false	
line	+	56.10387599224002	32.194899774665174	0.0	0.0	false	
line	+	56.105867255666894	32.19490035144322	0.0	0.0	false	
line	+	56.107858205765034	32.19574344107527	0.0	0.0	false	
line	+	56.10951721001164	32.19686726398185	0.0	0.0	false	
line	+	56.11184012441777	32.19771037486076	0.0	0.0	false	
line	+	56.114163251862415	32.197991747280206	0.0	0.0	false	
line	+	56.11615458298143	32.19799216299245	0.0	0.0	false	
line	+	56.118146277675685	32.196588307425856	0.0	0.0	false	
line	+	56.119474222957024	32.194903458337066	0.0	0.0	false	
line	+	56.12013837682679	32.19321848453874	0.0	0.0	false	
line	+	56.12113437107005	32.19153356140274	0.0	0.0	false	
line	+	56.12279392938492	32.19041042696177	0.0	0.0	false	
line	+	56.12511710913307	32.1895682072148	0.0	0.0	false	
line	+	56.127771842644236	32.19041106995463	0.0	0.0	false	
line	+	56.12843531869373	32.19209622909379	0.0	0.0	false	
line	+	56.12876690619168	32.19406219945952	0.0	0.0	false	
line	+	56.12876662663644	32.19602813562724	0.0	0.0	false	
line	+	56.128434499489174	32.19771318956911	0.0	0.0	false	
line	+	56.12810231804232	32.19967909067783	0.0	0.0	false	
line	+	56.12810206607639	32.20136417884432	0.0	0.0	false	
line	+	56.1281018140923	32.20304926701903	0.0	0.0	false	
line	+	56.12909730144056	32.204734457840104	0.0	0.0	false	
line	+	56.131088714582724	32.20529633579494	0.0	0.0	false	
line	+	56.13308017895354	32.20557733453811	0.0	0.0	false	
line	+	56.13507167611276	32.20557745406693	0.0	0.0	false	
line	+	56.13739510278846	32.20529670607309	0.0	0.0	false	
line	+	56.13938658663708	32.20557760607642	0.0	0.0	false	
line	+	56.14104615941453	32.206701017705406	0.0	0.0	false	
line	+	56.143037697563656	32.207824404653124	0.0	0.0	false	
line	+	56.14502926440001	32.20838606434744	0.0	0.0	false	
line	+	56.14668895807545	32.20950940236094	0.0	0.0	false	
line	+	56.14868058433689	32.21007100488788	0.0	0.0	false	
line	+	56.15067223518702	32.21063257623117	0.0	0.0	false	
line	+	56.15299584730892	32.21119408737202	0.0	0.0	false	
line	+	56.15498746740502	32.211193895072775	0.0	0.0	false	
line	+	56.15697908749275	32.21119367158987	0.0	0.0	false	
line	+	56.15930264424949	32.211193371447145	0.0	0.0	false	
line	+	56.16129420385666	32.21091223236514	0.0	0.0	false	
line	+	56.16328581776126	32.210911910135145	0.0	0.0	false	
line	+	56.16527757716242	32.21147325278609	0.0	0.0	false	
line	+	56.16726920333517	32.21147286818626	0.0	0.0	false	
line	+	56.169924704873516	32.21147230687838	0.0	0.0	false	
line	+	56.172248268693686	32.21147177025767	0.0	0.0	false	
line	+	56.17423979438134	32.21119042848931	0.0	0.0	false	
line	+	56.17623130775306	32.21090905554122	0.0	0.0	false	
line	+	56.17822247066462	32.20978510735281	0.0	0.0	false	
line	+	56.179881656965364	32.20866122804646	0.0	0.0	false	
line	+	56.18120875704108	32.2072565825973	0.0	0.0	false	
line	+	56.1822037739984	32.20557118140288	0.0	0.0	false	
line	+	56.18386270422578	32.204166402178856	0.0	0.0	false	
line	+	56.18651799240654	32.204165494469116	0.0	0.0	false	
line	+	56.18884136952358	32.20416465475102	0.0	0.0	false	
line	+	56.19083313882117	32.204725597212814	0.0	0.0	false	
line	+	56.19182980616276	32.20641029674442	0.0	0.0	false	
line	+	56.19415340242761	32.20669020798929	0.0	0.0	false	
line	+	56.195812335544126	32.20556612091739	0.0	0.0	false	
line	+	56.19713914459709	32.204161309303814	0.0	0.0	false	
line	+	56.198465737546684	32.2024756358721	0.0	0.0	false	
line	+	56.19912848400314	32.20079025001849	0.0	0.0	false	
line	+	56.20078724819938	32.19966609809321	0.0	0.0	false	
line	+	56.20277842727443	32.199384309547106	0.0	0.0	false	
line	+	56.20510187779754	32.19966402078693	0.0	0.0	false	
line	+	56.20742534260755	32.19994368958054	0.0	0.0	false	
line	+	56.209749031672935	32.20050416389264	0.0	0.0	false	
line	+	56.21207231508128	32.200502899827285	0.0	0.0	false	
line	+	56.21406370081185	32.20050178256499	0.0	0.0	false	
line	+	56.21605439821243	32.19965809026633	0.0	0.0	false	
line	+	56.217712698193985	32.19825286968474	0.0	0.0	false	
line	+	56.219371186643876	32.197128475435	0.0	0.0	false	
line	+	56.22136151534469	32.19600385214823	0.0	0.0	false	
line	+	56.222355665928156	32.19431813708841	0.0	0.0	false	
line	+	56.222686041928334	32.19263283861204	0.0	0.0	false	
line	+	56.223680131273966	32.19094711321821	0.0	0.0	false	
line	+	56.22434232724307	32.189261596123664	0.0	0.0	false	
line	+	56.225336349216285	32.1875758578023	0.0	0.0	false	
line	+	56.22599849011175	32.18589033210077	0.0	0.0	false	
line	+	56.22632876836654	32.184205024200516	0.0	0.0	false	
line	+	56.226327202410694	32.182519936684876	0.0	0.0	false	
line	+	56.22632537560484	32.180554001255096	0.0	0.0	false	
line	+	56.225659913523465	32.17858850568381	0.0	0.0	false	
line	+	56.22499473706685	32.17690385455171	0.0	0.0	false	
line	+	56.22366597438321	32.17521962938536	0.0	0.0	false	
line	+	56.22200595675484	32.17409729614016	0.0	0.0	false	
line	+	56.22134063530307	32.1721317779649	0.0	0.0	false	
line	+	56.22133916222318	32.17044669040175	0.0	0.0	false	
line	+	56.222333035024256	32.168760975607746	0.0	0.0	false	
line	+	56.223990676310414	32.16735567330197	0.0	0.0	false	
line	+	56.22564852525125	32.16623119730859	0.0	0.0	false	
line	+	56.226310505902184	32.16454567003357	0.0	0.0	false	
line	+	56.22564516168613	32.162580174392005	0.0	0.0	false	
line	+	56.22398535023932	32.16145786697042	0.0	0.0	false	
line	+	56.221994323356185	32.160897443647386	0.0	0.0	false	
line	+	56.22000356228457	32.16061783707223	0.0	0.0	false	
line	+	56.218013048611404	32.160619047258656	0.0	0.0	false	
line	+	56.21602161874729	32.15949683452893	0.0	0.0	false	
line	+	56.21469327633963	32.15781251557406	0.0	0.0	false	
line	+	56.213696719024995	32.15612799533159	0.0	0.0	false	
line	+	56.21303192840881	32.154443281604415	0.0	0.0	false	
line	+	56.21203543873618	32.152758748330434	0.0	0.0	false	
line	+	56.21037597398788	32.151636263211294	0.0	0.0	false	
line	+	56.208385656377125	32.15163732265278	0.0	0.0	false	
line	+	56.206395338724384	32.15163835093422	0.0	0.0	false	
line	+	56.20440482785276	32.151358500093785	0.0	0.0	false	
line	+	56.20407195636761	32.14967357547435	0.0	0.0	false	
line	+	56.204070803562885	32.14798848769507	0.0	0.0	false	
line	+	56.20440135104277	32.14630323676606	0.0	0.0	false	
line	+	56.20473188634251	32.14461798497483	0.0	0.0	false	
line	+	56.20539409740002	32.142932566585294	0.0	0.0	false	
line	+	56.20605628401632	32.141247144743716	0.0	0.0	false	
line	+	56.2070501218651	32.139561549394124	0.0	0.0	false	
line	+	56.207380381677716	32.13759544274179	0.0	0.0	false	
line	+	56.20771062730723	32.135629335225	0.0	0.0	false	
line	+	56.20671444206165	32.13394476017333	0.0	0.0	false	
line	+	56.20571829366058	32.13226017730525	0.0	0.0	false	
line	+	56.2047221821002	32.1305755866209	0.0	0.0	false	
line	+	56.20438938111507	32.12889066276507	0.0	0.0	false	
line	+	56.20339333097811	32.1272060616473	0.0	0.0	false	
line	+	56.20272894229264	32.12552129393642	0.0	0.0	false	
line	+	56.201069905432114	32.124117839258936	0.0	0.0	false	
line	+	56.200405582218956	32.12243305938328	0.0	0.0	false	
line	+	56.19940967630377	32.12074842700517	0.0	0.0	false	
line	+	56.19907683293397	32.11878264119267	0.0	0.0	false	
line	+	56.197749569948876	32.117378993019706	0.0	0.0	false	
line	+	56.19575999973159	32.11737985473945	0.0	0.0	false	
line	+	56.19343851600668	32.11681912471171	0.0	0.0	false	
line	+	56.191779934551	32.11569639671675	0.0	0.0	false	
line	+	56.19111584436361	32.114011568226765	0.0	0.0	false	
line	+	56.191114780058626	32.112045632168225	0.0	0.0	false	
line	+	56.19144543740814	32.11036041477309	0.0	0.0	false	
line	+	56.19177608257924	32.10867519650692	0.0	0.0	false	
line	*	56.19011513783291	32.10277803045059	0.0	0.0	false	
